:title_ja,:prefecture_ja,:address_ja,:description_ja,:workday_ja,:tel,:url,:genres_ja,:title_en,:prefecture_en,:address_en,:description_en,:workday_en,:genres_en,:photo_id
福井市美術館（アートラボふくい）,福井県,福井市下馬３丁目１１１１,福井市ゆかりの彫刻家・高田博厚の作品を収蔵、常設展示。企画展を開催するほか、市民の制作活動の発表の場にも活用。創作を大切にし、館内にはアトリエも設置。気軽にものづくりを体験できる。,通年,0776-33-2990,http://www.art.museum.city.fukui.fukui.jp/,美術館・ギャラリー,Fukui City Museum of Art (ARTLAB Fukui),Fukui Prefecture,Fukui Shimouma 3-chome 1111,"Collection the work of sculptor Hiroatsu Takada of Fukui Yukari, permanent exhibition. In addition to holding the exhibition, also utilized in place of the announcement of the production activities of citizens. We value the creative, also installed studio on-site. Feel free to I can experience the manufacturing.",all year ,Museum Gallery,
タケフナイフビレッジ協同組合（見学）,福井県,越前市余川町２２－９１,700年の伝統の技術が光る、切れ味の鋭さと強靭さ、研ぎやすさが特徴の越前打刃物。刃物に関する歴史的な資料が展示されているほか、工場内の作業を見学することができる。,通年,0778-27-7120,http://www.takefu-knifevillage.jp/,その他の見学施設,Takefu knife Village Cooperatives (tour),Fukui Prefecture,"Echizen Yokawa cho, 22-91","Shining the 700 years of tradition of technology, sharpness of sharpness and toughness, ease of sharpening is characterized by Echizen cutlery. In addition to historical information about the cutlery are on display, it is possible to observe the work in the factory.",all year ,Other tour facility,
鳥羽一番街,三重県,鳥羽市鳥羽１丁目２３８３－１３,鳥羽駅のすぐ前に位置し、真珠専門店をはじめ、海産物や銘菓が揃うみやげ店、地元の旬が味わえる飲食店など鳥羽の魅力が満載。鳥羽湾を望む休憩スペースや、鳥羽三女神願い事代理受付所もある。,通年,0599-26-3331,http://www.toba1ban.co.jp,ショッピングモール,Toba Ichibangai,Mie Prefecture,Toba Toba 1-chome 2383-13,"Located directly in front of Toba Station, including the pearl shop, souvenir shop align the seafood and sweets, the Toba of charm, such as food and beverage outlets taste local seasonal packed. Break space and overlooking the Toba Bay, there is also Toba three goddess wish agency reception office.",all year ,Shopping mall,
豊橋市自然史博物館,愛知県,豊橋市大岩町大穴１－２３８　豊橋総合動植物公園内,生物の進化と郷土の自然史をテーマにした博物館。中生代白亜紀の植物食恐竜エドモントサウルスの実物化石が展示されているほか、実物大恐竜模型がある野外恐竜ランドなどがある。,通年,0532-41-4747,http://www.toyohaku.gr.jp/sizensi/,博物館,Toyohashi Museum of Natural History,Aichi Prefecture,"Toyohashi Oiwa-cho, large hole 1-238 in Toyohashi General Botanical Park","Museum on the theme of evolution and regional natural history of organisms. In addition to real fossil of plant food dinosaur Edmontosaurus Mesozoic Cretaceous are on display, there is such as outdoor dinosaur land where there is a real large dinosaur model.",all year ,Museum,
曼陀羅寺,愛知県,江南市前飛保町寺町２０２,後醍醐天皇が国家の安泰を願って創建した古刹。本堂の正堂と書院は重要文化財に指定されている。参道に沿って広がっている曼陀羅寺公園は藤の名所としても有名。,通年,0587-55-1695,,寺院（観音・不動）,Mandala temple,Aichi Prefecture,"Konan Maehibochotera-cho, 202",ancient temple that Godaigo was founded in the hope peace of the nation. Seido and Shoin of the main hall has been designated as an important cultural property. Famous as Mandala Temple Park of wisteria attractions are spread along the approach.,all year ,Temple (Goddess of Mercy-motionless),
豊田市和紙のふるさと,愛知県,豊田市永太郎町洞２１６－１,和紙展示館、和紙工芸館、見本園などからなる和紙の総合施設。展示館には小原地区在住の工芸作家の作品をはじめ、小原和紙工芸の祖である藤井達吉の作品を展示している。,通年,0565-65-2151（紙すき体験は0565-65-2953）,http://www.washinofurusato.jp/,資料館・郷土館,Hometown of Toyota City Japanese paper,Aichi Prefecture,Toyota City EiTaro Machihora 216-1,"Japanese paper exhibition hall, Japanese paper craft museum, Japanese paper of comprehensive facilities consisting of a sample Garden. Including the work of crafters of Ohara district resident in exhibition hall, I have exhibited the work of Tatsukichi Fujii is its of Ohara Japanese paper craft.",all year ,Museum-local Museum,
鳥羽展望台　食国蔵王,三重県,鳥羽市国崎町大岳３－３,パールロードの途中、箱田山にある鳥羽展望台の施設。食事をしながら絶景が楽しめるレストランやコーヒーショップ、地元のみやげ物がそろう売店などがある。,通年,0599-33-6201,http://www.toba-tenboudai.com/,展望台・展望地,Toba observatory food countries Zao,Mie Prefecture,"Toba Kunisaki-cho, Otake 3-3","The middle of Pearl Road, Toba observatory facility in Hakoda mountain. Meal was while enjoy superb restaurants and coffee shops, there is such a local shop that souvenirs are aligned.",all year ,Observatory and Prospects land,
高岡古城公園,富山県,高岡市古城１－９,元和元（1615）年一国一城の令により廃城となった高岡城を、明治8（1875）年、高岡公園として市民に開放。市の文化・スポーツ施設が点在し、春は桜、秋は紅葉の名所。,通年（桜の見頃は4月中旬、紅葉の見頃は11月）,0766-20-1563,http://www.kojyo.sakura.ne.jp/,公園・緑地,Takaoka old castle park,Toyama Prefecture,Takaoka castle 1-9,"Genna and open the original (1615) year Ikkokuichijo of Takaoka castle became the abandoned by decree, in 1875, the citizens as Takaoka park. City of culture and sports is dotted, cherry blossoms in spring, autumn foliage attractions.",all year ,Parks and nature,
金崎宮,福井県,敦賀市金ヶ崎町１－４,約1000本の桜をはじめ、夏は新緑、秋は紅葉、冬は雪景と四季折々の自然が楽しめる。南北朝時代や、織田信長の朝倉攻めの古戦場としても知られている。4月には「花換まつり」が行われる。,通年,0770-22-0938,http://kanegasakigu.jp,神社（稲荷・権現）,Kanesaki Miya,Fukui Prefecture,Tsuruga Kanegasaki 1-4,"Beginning about 1000 cherry trees, summer fresh green, autumn autumn leaves, winter can enjoy nature of seasons Sekkei and four seasons. North-South and morning era, also known as Battlefield of Asakura Trombone of Nobunaga Oda. In April ""Hana換 Festival"" is performed.",all year ,Shrine (Inari Gongen),
千古の家,福井県,坂井市丸岡町上竹田３０－１１,江戸時代初期に建てられた、福井県内最古の民家。建築様式や間取りから当時の生活を偲ぶ事ができる。敷地内では地元産のそば粉で打った手打ちそばや春は桜、夏は花菖蒲、秋は紅葉も楽しめる。,3～12月（1・2月は要問合せ）,0776-67-2111（財団法人重要文化財坪川家住宅保存会、東京事務所は0426-46-6288）,,旧家,Senko of house,Fukui Prefecture,Sakai Maruoka Kamitakeda 30-11,"Was built in the early Edo period, Fukui prefecture oldest houses. It is possible to remember the time of life from architecture and floor plans. Buckwheat noodles and spring that struck near a locally produced flour on site Sakura, summer iris, autumn also enjoy autumn colors.",,Old family,
根尾谷地震断層観察館,岐阜県,本巣市根尾水鳥５１２－１,明治24（1891）年の濃尾地震の際に、全長80kmにわたる断層が動いた。地下観察館では、断層を約10mまで掘り下げて真上から地層を観察できるように整備している。,通年,0581-38-3560,,資料館・郷土館,Neo valley earthquake fault observation Museum,Gifu Prefecture,Motosu Neo waterfowl 512-1,"When Nobi earthquake of 1891, fault over the entire length 80km has moved. In the underground observation Museum, you are put in place to be able to observe the strata from just above drill down about 10m a fault.",all year ,Museum-local Museum,
三保の松原,静岡県,静岡市清水区三保,約7kmの海岸線に5万本以上の松が茂り、三大松原の1つに数えられている。波打ち際から望む富士山は圧巻。新日本三景の名勝地に選ばれている。,通年,054-354-2422,,半島,Miho no Matsubara,Shizuoka Prefecture,"Shizuoka City Shimizu-ku, Miho","To about 7km of coastline is 50,000 or more pine trees grow, and is counted in one of the three major Matsubara. Fuji seen from beach is the best part. Have been selected to scenic spot of New Japan Sankei.",all year ,Peninsula,
敦賀シンボルロード,福井県,敦賀市白銀町、本町,敦賀駅から氣比神宮の商店街沿い（シンボルロード）に松本零士作品モニュメントが並ぶ。銀河鉄道999や宇宙戦艦ヤマトが、敦賀の科学都市のイメージと適していたため依頼したそうだ。,通年,0770-22-8128,,通り,Tsuruga symbol load,Fukui Prefecture,"Tsuruga Silver Town, Hon","Matsumoto Reiji work monuments lined from Tsuruga Station 氣比 Shrine of shopping along the street (symbol load). Galaxy Express 999 and Space Battleship Yamato, it's so asked for was suitable as the image of science city of Tsuruga.",all year ,Street,
ひるがの分水嶺公園,岐阜県,郡上市高鷲町ひるがの,分水嶺公園から流れ出る水は、一方は庄川を経て日本海へ、一方は長良川を経て太平洋に注ぎ込む。山奥からやがて海へ、水が旅立つロマンがこの分水嶺にはある。,通年,0575-72-5000,http://hirugano.net/enjoy/water.html,公園・緑地,Hirugano watershed park,Gifu Prefecture,"Gujo Takasu-cho, Hirugano","The water flowing out of the watershed park, one to the Sea of ​​Japan through the Shogawa, one of which is poured into the Pacific Ocean through the Nagara River. Eventually to the sea from the mountains, water journey romance there is in this watershed.",all year ,Parks and nature,
養老の滝・菊水泉,岐阜県,養老郡養老町養老公園,養老山麓の大自然を取り入れた県営養老公園の中にあり、「日本の名水百選」に選ばれているきれいな湧き水。炭酸やミネラルが多く、飲めば若返るという伝説もあるとか。,通年,0584-32-0501,,名水,Taki Kikusui fountain of endowment,Gifu Prefecture,Yoro-gun Yoro Yorokoen,"Located in the prefectural Yorokoen incorporating the endowment foothills of nature, clean has been selected in the ""best waters hundred election of Japan"" spring water. Carbonate and minerals are many're interested in also a legend that rejuvenated If you take.",all year ,Famous water,
窯垣の小径,愛知県,瀬戸市仲洞町,「せともの」生産で使われた窯道具で築いた壁や塀が沿道を飾る。今では少なくなった往時の瀬戸の風景が残る。小径の中ほどに窯垣の小径資料館があり、地元ボランティアの温かいもてなしが好評。,通年,0561-85-2730,http://www.seto-marutto.info/cgi-bin/data/miru/021.html,通り,Small diameter Kamakaki,Aichi Prefecture,Seto Nakabora cho,"""Crockery"" wall or fence that was built in the kiln tool that was used in the production decorate the roadside. Now Seto landscape of bygone days became less remain in. The middle of the small diameter to have a small diameter museum of Kamakaki, warm hospitality popularity of local volunteers.",all year ,Street,
野間灯台,愛知県,知多郡美浜町小野浦岩成２０－１,大正11（1922）年から、伊勢湾を航行する船を見守り続ける灯台。国道247号沿い、海岸線のカーブの先にある白い姿は、時間とともに表情を変える海とのコントラストが美しい。,通年,0569-82-1111,,灯台,Noma lighthouse,Aichi Prefecture,Chita-gun Mihama Onoura IwaNaru 20-1,"From 1922, continue to watch the ship to sail the Ise Bay lighthouse. Along Route 247, white figure in the curve of the previous coastline, contrast with the sea to change the facial expression over time is beautiful.",all year ,Lighthouse,
天の岩戸,三重県,志摩市磯部町恵利原,天照大神が姿を隠されたと伝わる神路川上流の山の中にある洞窟で、岩穴からは豊富な湧水が流れ、あたりは神秘的な雰囲気が漂う。「名水百選」に選ばれている。,通年,0599-46-0570,http://www.kanko-shima.com/,名水,Heaven of Iwato,Mie Prefecture,Shima Isobe Erihara,"In cave Amaterasu is in the mountains of Kanji River upstream traveling and hidden the figure, rich spring water flows from Iwaana, per mysterious atmosphere. Have been selected in the ""best waters hundred election"".",all year ,Famous water,
水島,福井県,敦賀市水島,敦賀半島の先端周辺に浮かぶ小さな無人島。ここはハワイを彷彿とさせ、海水浴や釣りなど南国のリゾート気分を楽しめる。無人島なのでトイレ以外の施設はなし。遊び道具は持参しよう。,7月上旬～8月,0770-21-8686,http://www.turuga.org/,島,Mizushima,Fukui Prefecture,Tsuruga Mizushima,"Small uninhabited island that floats on the tip around the Tsuruga Peninsula. Here is reminiscent of Hawaii, enjoy a tropical resort mood, such as swimming and fishing. And no other facilities toilet because it is uninhabited. Plaything is trying to bring.",,Island,
永平寺,福井県,吉田郡永平寺町志比５－１５,道元禅師が寛元2（1244）年に創建した曹洞宗の大本山。約10万坪の寺域に、大小70の堂宇が並ぶ。約200人の雲水が厳しい修行に励み全国に約1万5000の末寺を持つ。,通年,0776-63-3102,,寺院（観音・不動）,Eiheiji,Fukui Prefecture,Yoshida-gun Eiheiji Shihi 5-15,"Dogen is Hiroshimoto 2 (1244) of the Soto sect was founded in the year head temple. The temple area of ​​about 100,000 square meters, Dou of large and small 70 are lined up. About 200 people cloud water is harsh training of in with about 15 000 of branch temple encouraging nationwide.",all year ,Temple (Goddess of Mercy-motionless),
越前町立福井総合植物園プラントピア,福井県,丹生郡越前町朝日１７－３－１,北陸の代表的な野生植物や世界各地から集めた3000種以上の植物が展示される日本海側最大級規模の植物園。予約で、押し花キーホルダー教室など各種教室も開催している。,通年,0778-34-1120,http://www.fukui-bot.jp/,植物園,Echizen stand Fukui Comprehensive Botanical Garden plan Topia,Fukui Prefecture,Niu County Echizen Asahi 17-3-1,"Sea of ​​Japan side the largest scale of Botanical Gardens 3000 or more plants collected from typical wild plants and around the world of Hokuriku is exhibited. Reserved, and has held various classroom such as pressed flowers Keychain classroom.",all year ,Botanical garden,
六呂師高原,福井県,大野市南六呂師,のどかな牧歌的風景の広がる高原一帯には、福井県自然保護センター、ふるさと自然公園など様々な体験ができる施設が充実。楽しいアウトドアライフを満喫できる。,通年,0779-66-1111,,高原,Rokuroshi Plateau,Fukui Prefecture,Ono City Minamirokuroshi,"Idyllic plateau zone spread to the pastoral landscape, Fukui Prefecture Nature Conservation Center, Furusato natural park and various experience can enhance facilities. I can enjoy the fun outdoor life.",all year ,Plateau,
熊川宿,福井県,三方上中郡若狭町熊川,かつての若狭路と京都・大阪を結んだ「鯖街道」の宿場町。約400mにわたり、昔の町並みがたたずむ。資料館では熊川の歴史や文化を知ることができる。「くずきり」の甘味処もある。,通年,0770-62-2711,,伝統的町並み・家並み,Kumagawa inn,Fukui Prefecture,"Mikatakaminaka District, Fukui Wakasa Kumagawa","Former Wakasa Road and signed a Kyoto-Osaka post town of ""mackerel Road"". Over the approximately 400m, old town is standing. It is possible to know the history and culture of Kumagawa in museum. There is also sweet processing of ""Kuzukiri"".",all year ,Traditional town-houses,
明通寺,福井県,小浜市門前５－２１,平安京の大同元（806）年に征夷大将軍・坂上田村麻呂が創建したと伝えられる古刹。国宝に指定されている入母屋造りの本堂と檜皮葺きの三重塔の静かな佇まいが美しい。,通年,0770-57-1355,http://www.cho.ne.jp/~myotsuji/,寺院（観音・不動）,Myōtsū-ji,Fukui Prefecture,Obama temple 5-21,Heian of Datong source (806) ancient temple that Shogun-Sakanoue no Tamuramaro can be said to have founded in the year. Quiet appearance of triple tower of roofing gambrel building of the main hall and cypress bark that has been designated a national treasure is beautiful.,all year ,Temple (Goddess of Mercy-motionless),
越前松島水族館,福井県,坂井市三国町崎７４－２－３,イルカショーやペンギンの散歩タイムがあり、アザラシ・イルカとの触れ合いが楽しめる。サメや巨大なタコに触れ、ウミガメや魚にエサをあげることができる。海洋館では海面浮遊体験も可能だ。,通年,0776-81-2700,http://www.echizen-aquarium.com/,水族館,Echizen Matsushima Aquarium,Fukui Prefecture,Sakai Mikuni Machisaki 74-2-3,"There is a walk time of dolphin shows and penguins, I enjoy interaction with seal-dolphin. Touch the sharks and giant octopus, it is possible to increase the feed to sea turtles and fish. Also a possible sea floating experience in the marine museum.",all year ,Aquarium,
東尋坊観光遊覧船,福井県,坂井市三国町安島６４－１,海面から見る、また違った東尋坊の姿を楽しむことができる。所要時間は30分で荒天でなければ毎日運航している。,通年,0776-81-3808,http://www.toujinbou-yuransen.jp/,遊覧船・水中観光船,Tojinbo Pleasure Boat,Fukui Prefecture,Sakai Mikuni Ajima 64-1,"Seen from the sea surface, and it is possible to enjoy a different figure of Tojinbo. The time required to have daily flights If it is not stormy weather in 30 minutes.",all year ,Pleasure boat underwater sightseeing boat,
千代保稲荷神社,岐阜県,海津市平田町三郷１９８０,一般には「おちょぼさん」の名で知られ、全国から商売繁盛や合格祈願に多くの人が訪れる。とくに正月と月越しとなる月末、月はじめは、夜通しの参拝客でにぎわいを見せる。,通年,0584-66-2613,,神社（稲荷・権現）,Chiyo guarantee Inari Shrine,Gifu Prefecture,Kaizu Hirata Misato 1980,"Generally, it is known under the name of ""Mr. Ochobo"", visited by many people in the prosperous business and pass prayer from all over the country. In particular the end to be a New Year and month over month initially, to show the bustle in the overnight worshipers.",all year ,Shrine (Inari Gongen),
花フェスタ記念公園,岐阜県,可児市瀬田１５８４－１,一年を通じて花と緑を楽しめる。メインのバラは7000品種30000株を数え、世界有数の規模。大温室、花の地球館では、季節ごとにフラワーショーが楽しめる。,通年,0574-63-7373,http://www.hanafes.jp/hanafes/,植物園,Hana Festa Memorial Park,Gifu Prefecture,Kani Seta 1584-1,"I enjoy the flowers and green throughout the year. Main rose counting the 7000 varieties 30000 shares, the world's leading scale. Large greenhouse, the flower Earth Museum, Flower Show can enjoy every season.",all year ,Botanical garden,
長尾山総合公園　かつやま恐竜の森,福井県,勝山市村岡町寺尾５１－１１,化石発掘を体験出来る施設の他、周辺の山々を見渡せる芝生広場、2体の巨大な恐竜が戦っている周りに、いろんな遊具が設置されている遊具広場、バーベキュー施設等がある。,通年,0779-88-8777,http://www.kyoryunomori.net/,公園・緑地,Nagao forest of comprehensive park Katsuyama dinosaur,Fukui Prefecture,Katsuyama Murokochoterao 51-11,"Other fossil unearthed can experience facility, lawn overlooking the surrounding mountains Square, around the huge dinosaur of two bodies are fighting, play equipment Square various play equipment is installed, there is a barbecue facilities.",all year ,Parks and nature,
中橋,岐阜県,高山市本町～片原町～川原町～神明町,上三之町の南の入り口、宮川にかかる朱塗りの橋で、映画やドラマのロケにもたびたび登場する。春の高山祭では豪華絢爛な屋台が巡行し、雅やかな光景に出会える。,通年,0577-32-3333,,橋,Nakahashi,Gifu Prefecture,Takayama Hon ~ Katahara cho ~ Kawahara-cho ~ Jinmei cho,"Kamisan'no town south of the entrance, in red-painted bridge across the Miyagawa, often I also appeared on location of movies and dramas. Gorgeous gorgeous stalls are cruising in Takayama of spring, I can meet in Miyabiyaka sight.",all year ,Bridge,
豊国神社,愛知県,名古屋市中村区中村町　中村公園内,豊臣秀吉の生誕地を記念して明治18（1885）年に建てられた。秀吉の出世にあやかろうと参拝に訪れる人が多い。,通年,052-411-0003,http://toyokunijinjya.main.jp/,神社（稲荷・権現）,Toyokuni Shrine,Aichi Prefecture,"Nakamura-ku, Nagoya, Nakamura-cho, in Nakamurakoen",To commemorate the birthplace of Toyotomi Hideyoshi was built in 1885. There are many people who visit the shrine to try to capitalize on the success of Hideyoshi.,all year ,Shrine (Inari Gongen),
気比の松原,福井県,敦賀市松島町,約1.5kmの浜辺には約17000本の赤松・黒松が生い茂り、日本三大松原の一つである。夏には海水浴場としてにぎわう。体験観光「地引網」「定置網」ができる。,通年,0770-22-1520,http://www.turuga.org/miru/kehino.html,その他の名所,Kehi Matsubara,Fukui Prefecture,Tsuruga Matsushima-machi,"The beach of about 1.5km is about 17000 pieces of red pine, black pine Oishigeri, is one of Japan's three major Matsubara. In summer, crowded as beaches. Experience can tourism ""seine net,"" ""set net"" is.",all year ,Other Points of Interest,
三方五湖,福井県,三方上中郡若狭町鳥浜、海山、田井、気山,久々子湖、日向湖、菅湖、水月湖、三方湖が自然と人工の水路でつながる。海水と淡水の混ざり具合や水深により水の色が変化し五色の湖と呼ばれ約60種の魚がいる。,通年,0770-45-0113,,湖沼,Mikatagoko,Fukui Prefecture,"Mikatakaminaka District, Fukui Wakasa Torihama, seamounts, die Kiyama","Kugushiko, Hirugako, Suga, Suigetsu, Mikata leads in the waterways of the natural and the artificial. Color of water by mixing condition and depth of seawater and freshwater there are changed is called the lake of five colors about 60 species of fish.",all year ,Lakes,
越前がにミュージアム,福井県,丹生郡越前町厨７１－３２４－１,越前がにの生態や近海の魚達に関する研究を数多く展示している。三層吹き抜けの海底ジオラマや海中シアターなどの施設もあり、越前がにを楽しく学ぶことができる。,通年,0778-37-2626,http://www.echizen-kk.jp/kani.htm,遊園地,The museum is in Echizen,Fukui Prefecture,Niu County Echizen kitchen 71-324-1,"Research on the ecology and coastal waters of fish our Echizen crab I have many exhibition. There are also facilities such as seabed diorama and underwater theater of three-layer atrium, it is possible to learn fun Echizen crab.",all year ,Amusement park,
伊賀の里　モクモク手づくりファーム,三重県,伊賀市西湯舟３６０９,自然、農業、手作りを体験できるエコロジーファーム。丘陵地にウィンナー作りやパン作りができる体験館、地ビール工房、動物とふれあえる牧場、宿泊施設などが点在する。,通年,0595-43-0909（予約は0595-43-1489）,http://www.moku-moku.com/,その他の体験施設,Sato Mokumoku handmade farm of Iga,Mie Prefecture,Iga Nishiyubune 3609,"Nature, agriculture, ecology farm that you can experience the handmade. Wiener making and bread making can experience Museum in hilly area, Brew Pub workshop, animal and Fureaeru ranch, such as accommodation are scattered.",all year ,Other experience facility,
加賀野八幡神社,岐阜県,大垣市加賀野１,村落の総氏神であると同時に安産の神としても信仰を集めてきた。ここの井戸は良質の地下水が自噴したもので、岐阜県の名水や環境省の「平成の名水百選」にも選定されている。,通年,0584-81-4111,,神社（稲荷・権現）,Kagano Hachiman Shrine,Gifu Prefecture,Ogaki Kagano 1,"If it is the total patron god of the village and has also attracted the faith as God Anshan at the same time. Well here is what quality of groundwater has artesian, it has also been selected in the ""hundred election famous water of Heisei"" of famous water and the Ministry of the Environment of Gifu Prefecture.",all year ,Shrine (Inari Gongen),
荒子川公園ガーデンプラザ,愛知県,名古屋市港区品川町２丁目１－１,四季折々の花が楽しめる公園のクライマックスは6月のラベンダーフェア。紫色の花穂が風にゆれ、ほのかな香りで包まれる園内はメルヘンチックな世界。,通年,052-384-8787,http://www.nga.or.jp/,花の名所,ARACO River Park Garden Plaza,Aichi Prefecture,"Nagoya Minato-ku, Shinagawa-cho 2-chome, 1-1","The climax of the park seasonal flowers can enjoy June of lavender Fair. Purple spikes is sway in the wind, the park that is wrapped in a delicate scent is a fairy-tale world.",all year ,Flower of attractions,
立山ケーブルカー,富山県,中新川郡立山町 （美女平～立山駅）,"富山地鉄の立山駅から美女平を結びます。地鉄富山駅を始発の急行で出発すると、朝6時半ころに到着しますが、紅葉の時期の週末は立山駅はすでに大混雑。ケーブルカーに乗るためには時刻指定を窓口で受けるのですが、これが行列で時間がかかります。
実際には朝一番なら20－30分並べば乗ることはできますが、もっと遅い時間はさらなる混雑です。余裕をみて計画を立てる必要があると思います。
なお、美女平で立山高原バスにすぐに乗りたい場合は、ケーブルカーは進行方向左側に乗ったほうが、バス乗り場へはわずかに近道です。",,076-432-2819,,ロープウェイ・ケーブルカー,Tateyama Cable Car,Toyama Prefecture,"Nakaniikawa District, Toyama Tateyama-machi (Bijodaira - Tateyama Station)","I signed a Bijodaira from Tateyama Station of Toyama base steel. When the base steel Toyama Station starting with express the first train, you will arrive at 6:30 early morning, but the weekend period of autumn leaves Station Tateyama already crowded. In order to ride the cable car you receive the time specified in the window, but this will take a long time in the matrix.
You are actually able to ride if ordered 20-30 minutes if first thing in the morning, but the slower time is further congestion. I think there is a need to plan to look at the margin.
In addition, if you want to ride immediately to Tateyama plateau bus Bijodaira, the cable car is better to ride in the direction of travel left, is slightly shortcut is to the bus stop.",,Ropeway cable car,
水晶浜海水浴場,福井県,三方郡美浜町竹波,きめ細やかな白い砂の砂浜が広がり、海水は青やエメラルドグリーンに色を変え、その澄んだ水は、水の透明度などを基準に選ばれる「日本の水浴場88選」にも選ばれている。,7月上旬～8月下旬,0770-32-0222,http://www.wakasamihama.jp/,海水浴場・湖水浴場,Crystal beach beaches,Fukui Prefecture,Three-way gun Mihama Takenami,"Spread granular white sand beaches, sea water changes the color to blue or emerald green, its clear water, is also selected in the ""Japan of water bath 88 election"" chosen on the basis of the such as transparency of water .",,"Beach, Lake Baths",
一乗谷朝倉氏遺跡,福井県,福井市城戸ノ内町,文明3（1471）年に朝倉孝景が越前支配の根拠地をこの地に置き、百数年間栄華な文化を誇った。発掘調査で城下町の遺構が発見され、国の特別史跡に指定。復原町並や朝倉氏庭園などを見学できる。,通年,0776-41-2173,http://www.city.fukui.lg.jp/d620/bunka/iseki/,遺跡,Ichijodani Asakura Mr. ruins,Fukui Prefecture,Fukui Kidonouchi cho,"1471 to place the Asakura Takakage is Echizen domination of Konkyochi in this land, boasted a hundred years splendor culture. Excavations castle town of remains have been discovered in, and designated as a national historic site special. Such as righting streets and Asakura Mr. garden I can visit.",all year ,Remains,
越前岬水仙ランド,福井県,丹生郡越前町血ヶ平２７－１－２,越前海岸の中でも抜群のロケーションで、1年を通して水仙を見ることができる「水仙観賞庭園」があるほか、散策ルートが整備されている。水仙の館ではおみやげショップや喫茶コーナーも常設。,通年（水仙の見頃は11～翌2月）,0778-37-2501,http://www.echizen-kk.jp/,その他のパーク・施設,Echizenmisaki narcissus land,Fukui Prefecture,Niu County Echizen Chi~ketaira 27-1-2,"Echizen in excellent location among the coast, in addition there is a ""daffodil ornamental garden"" where you can see the daffodils throughout the year, walking route is in place. Souvenir shop and cafe corner also permanent in the narcissus of the can.",all year ,Other Park and facilities,
今庄そば道場,福井県,南条郡南越前町大門１０－３－１,自分で打ったそばの味はきっと格別。そば粉を混ぜる、伸ばす、切る、ゆでる、盛り付けまでを、1時間ほどかけてていねいに指導。できたそばをお土産にすることもできる。,通年,0778-45-1385,,その他の体験施設,Imajo buckwheat dojo,Fukui Prefecture,Nanjo County Minamiechizen Daimon 10-3-1,"Taste of buckwheat struck yourself kit exceptional. Mix the buckwheat flour, stretch, cut, boil, up to Eat, carefully and guidance over an hour. It is also possible to make the buckwheat that could be a souvenir.",all year ,Other experience facility,
越前水仙の里公園,福井県,福井市居倉町４３－２５,水仙の里公園内にある水仙ドームは、一年中越前水仙が見られる低温室の施設。その他にも水仙に関する情報がある。,通年（水仙の見頃は1・2月）,0776-89-2381,,公園・緑地,Echizen narcissus of village park,Fukui Prefecture,"Fukui salmon roe-cho, 43-25","Narcissus dome within narcissus of village park, cold room facilities can be seen all year round Echizen narcissus. Other there is information about the narcissus also.",all year ,Parks and nature,
黒部峡谷トロッコ電車（黒部峡谷鉄道）,富山県,黒部市黒部峡谷口１１,北アルプスを深く刻むように流れる黒部川に沿って、小さなトロッコ電車が右へ左へと曲がりながらゆっくり走る。,4月20日～11月30日,0765-62-1011,http://www.kurotetu.co.jp/,観光鉄道（トロッコ等）,Kurobe gorge truck train (Kurobe Gorge Railway),Toyama Prefecture,Kurobe Kurobe Gorge port 11,"Along the Kurobe flowing to carve deeper the Alps, small truck train is to run slowly bend to the left to right.",,"Scenic Railway (truck, etc.)",
徳山ダム,岐阜県,揖斐郡揖斐川町,私が行ったときにはまだ工事をしていました。同じロックフィルダムである九頭竜ダムも間近で見ると相当大きいと思いましたが、ここはさらに規模が大きいです。このダムのお陰で沈んでしまう村や集落も相当な範囲になります。こんなところにドえらいものを作っちゃったなぁというのが感想です。,,-,,その他の名所,Tokuyama Dam,Gifu Prefecture,Ibi County Ibigawa,"I was still a construction when I went. Although I thought that it considerably larger when viewed up close also Kuzuryu dam is the same rock-fill dam, here are more large scale. Villages and settlements that will sink thanks to this dam will also be considerable range. This is the impression it is that I wonder had made what do helluva in such a place.",,Other Points of Interest,
伊勢・安土桃山文化村,三重県,伊勢市二見町三津１２０１－１,安土桃山時代から江戸時代がテーマのカルチャーパークで、観て、遊べる施設。安土城をはじめとした情緒あふれる町並みが広がり、時代劇が楽しめる劇場、体験館が並ぶ。,通年,0596-43-2300,http://www.ise-bunkamura.co.jp/,遊園地,Ise Azuchi Momoyama Cultural Village,Mie Prefecture,"Ise Futami-cho, Mizuno 1201-1","In the Edo era theme of Culture Park from Azuchi Momoyama period, to watch and to play facility. Azuchi beginning and was full of emotion streets spread the Castle, enjoy era drama theater, Experience Hall lined.",all year ,Amusement park,
