観光地名,都道府県,住所,紹介文,営業日,電話番号,参考URL,写真,カテゴリー
大樹寺,愛知県,岡崎市鴨田町広元５－１,松平・徳川家の菩提寺として名高い大樹寺には、松平8代の墓、歴代将軍の等身大の位牌が納められ、ゆかりの寺宝類も数多く収蔵されている。多宝塔は重要文化財に指定。,通年,0564-21-3917,http://home1.catvmics.ne.jp/~daijuji/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOLXVwRUI2RnJvVlU/edit?usp=docslist_api,史跡など
蓬莱橋,静岡県,島田市南２丁目２２－１４,明治12（1879）年、大井川にかけられた木造有料橋。現在の橋は昭和40（1965）年にかけられたもので全長約897.4m、通行幅約2.4m。橋脚はコンクリートになったが、構造は昔のままだ。,通年,0547-37-1241,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOWVhXOEJ3SldQUmc/edit?usp=docslist_api,橋
箸匠せいわ,福井県,小浜市竜前６－２,塗箸日本一の産地「若狭小浜」で、世界で一膳、自分だけのお箸が無料で作れる大人気のお店。店内には伝統的なお箸から楽しいお箸まで約300種類がある。季節毎に変わるお店の飾りも魅力。,通年,0770-56-0884（フリーダイヤル0120-11-8480）,http://www.e-hashiseiwa.com/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOMTRWb1EzZERRV0E/edit?usp=docslist_api,その他の体験施設
坂井市海浜自然公園,福井県,坂井市三国町安島３６－７２,野鳥が生息する敷地内にアスレチックが設置された芝生広場、谷間の小川を利用した湿生植物園、バーベキュー広場など多彩な施設が点在。6月ごろに咲くアジサイもみごと。,通年（バーベキュー施設は4月20日～11月10日）,0776-82-2743（観光産業課は0776-50-3152）,http://www.mikuni.org/contents/play/nature.html,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOSms4dHlYWHh6N0k/edit?usp=docslist_api,その他のパーク・施設
ゆりの里公園,福井県,坂井市春江町石塚２１－２－３,6月には20種以上約3万本のユリの花が園内を埋め尽くす。また、バラ園もあり、5月中旬頃から楽しめる。子どもたちに人気の芝生広場やBBQ設備も。,通年,0776-58-0100,http://www.yurinosato.com,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAObndLWTkyQVRzdTQ/edit?usp=docslist_api,公園・緑地
ぎふ長良川鵜飼,岐阜県,岐阜市湊町１－２,1300年以上の歴史がある伝統漁を、間近に見ることができる。漆黒の闇夜の中に響き渡る鵜匠が鵜を励ます「ホウホウ」という掛け声や、舟べりを叩く音は「日本の音風景百選」にも選ばれている。,5月11日～10月15日,058-262-0104,http://www.ukai-gifucity.jp/ukai/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOODRMaHBxOFU2djQ/edit?usp=docslist_api,その他の乗り物
飛騨国分寺,岐阜県,高山市総和町１丁目８３,国の重要文化財の本堂や本尊薬師如来御像聖観世音菩薩、県の重要文化財の阿弥陀如来像不動明王、飛騨地方唯一の三重塔が見どころ。大イチョウは国の天然記念物に指定。七重塔跡は国の史跡。,通年,0577-32-1395,http://www3.ocn.ne.jp/~kokubun/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOYTczM0lpTTEwS1k/edit?usp=docslist_api,寺院（観音・不動）
日本昭和村,岐阜県,美濃加茂市山之上町２２９２－１,昭和30年代の里山をイメージした園内では、陶芸やそば打ちなど20種類以上の手作り体験教室を毎日開催している。併設の昭和銭湯「里山の湯」では8種類のお風呂と無料の足湯が楽しめる。,通年,0574-23-0066,http://www.nihon-showamura.co.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOLS1ValNvdllJdjA/edit?usp=docslist_api,資料館・郷土館
御前埼灯台,静岡県,御前崎市御前崎１５８１,静岡県の最南端に位置する岬に建つこの灯台は、明治7年、イギリス人技師の監督のもとに誕生。行き交う船の目印というだけでなく、御前崎のシンボル的存在になっている。,通年,0548-63-2001,http://www.omaezaki.gr.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOT1RlLWd2dmREdGM/edit?usp=docslist_api,灯台
日本平ロープウェイ,静岡県,静岡市清水区草薙５９７－８,日本平から久能山頂上まで約1065mを結ぶロープウェイで、眼下には遥か先の御前崎まで駿河湾の大パノラマが広がる。久能山頂上には徳川家康公ゆかりの久能山東照宮がある。,通年,054-334-2026（静岡鉄道（株）日本平ロープウェイ営業所）,http://www.shizutetsu.co.jp/park/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOSDNQVU1CVGZSb1U/edit?usp=docslist_api,ロープウェイ・ケーブルカー
窯垣の小径資料館,愛知県,瀬戸市仲洞町３９,建物は昔の窯元の家で江戸時代後期の建築。館内には窯業道具や昔の陶器、現在の陶磁器製品などを展示。日本第1号の本業タイルで作られた風呂や手洗いがある。,通年,0561-82-0714,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAONnZQd0pFNWQyMXM/edit?usp=docslist_api,資料館・郷土館
寂光院,愛知県,犬山市継鹿尾杉ノ段１２,もみじ寺と呼ばれる紅葉の名所。白雉5（654）年開山で尾張最古の名刹、千手観音を本尊とする。境内を東海自然歩道が通り緑豊かな全山は国定公園に指定され、展望台から尾張・美濃の景色は絶景。,通年,0568-61-0035,http://www.jakkoin.com/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOc1FMYi1qNG1aaWc/edit?usp=docslist_api,寺院（観音・不動）
鷹巣海水浴場,福井県,福井市浜住町,越前加賀海岸国定公園に含まれる海水浴場。海水の透明度は抜群の海岸は砂浜あり岩場あり。海水浴シーズン以外は、釣り、ウインドサーフィンなどが楽しめる。,7月上旬～8月下旬,0776-87-2704,http://takasu.cfb.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOcDd4bWotcDUtblU/edit?usp=docslist_api,海水浴場・湖水浴場
千種公園,愛知県,名古屋市千種区若水１,遊具広場や噴水のある市民憩いの場。園内にはユリ園があり、5月下旬から6月中旬には約20種約1万株のユリが可憐な花を咲かせる。,通年,052-781-5211,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAONzlVQlA4aktOcnM/edit?usp=docslist_api,公園・緑地
名古屋港ガーデンふ頭,愛知県,名古屋市港区港町１－９,名古屋のウォーターフロントとして人気の名古屋港ガーデンふ頭。周辺には名古屋港水族館や観覧車のあるシートレインランド、名古屋港ポートビルなどが集結している。,通年,052-654-7000（総合案内所）,http://www.nagoyaaqua.jp,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAORlNDU01sMnlrMk0/edit?usp=docslist_api,複合施設
横山展望台,三重県,志摩市阿児町鵜方,横山には横山展望台・あご湾展望台・パノラマ展望台・見晴し展望台があり、英虞湾が一望できる絶景スポット。入り口には伊勢志摩国立公園ビジターセンターがある。,通年,0599-44-0567,http://www.yokoyama-vc.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOQVRjLWlrWFV5QUU/edit?usp=docslist_api,展望台・展望地
黒部平,富山県,中新川郡立山町芦峅寺ブナ坂外１１　国有林（黒部平）,立山連峰から黒部湖に張り出したテラス状のところで標高1828m。規模は小さいが黒部平庭園と呼ばれる園地があり、遊歩道も整備されている。,4月17日～11月（冬期道路閉鎖のため）,076-462-9971,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOWXZYdE1hdnZCVUU/edit?usp=docslist_api,高原
世界一長いベンチ,石川県,羽咋郡志賀町富来領家町地内,増穂浦の海岸沿いにある全長約460.9mという長いベンチ。組み立てには800人ものボランティアが参加した。ギネスブックに、世界一長いベンチとして登録された。,通年,0767-32-1111,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOVWtjY2hUaEM2Nzg/edit?usp=docslist_api,その他の名所
常神半島,福井県,三方上中郡若狭町常神,半島名は西浦の常神・神子の間に鎮座する式内社常神社によるとされている。半島西側の世久見湾一帯が海中公園となっていて、若狭湾国定公園の観光の一焦点となっている。,通年,0770-45-0113,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOXzEtMTJFalBBbUk/edit?usp=docslist_api,半島
南宮大社,岐阜県,不破郡垂井町宮代１７３４－１,金山彦大神を主祭神とし、全国の鉱山、金属業の総本宮として古くから信仰を集めている神社。江戸時代の神社建築の代表的な遺構18棟が国の重要文化財に指定されている。,通年,0584-22-1225,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOZVV2SFA3cVNORU0/edit?usp=docslist_api,神社（稲荷・権現）
瀬戸川と白壁土蔵街,岐阜県,飛騨市古川町殿町、壱之町,瀬戸川は、武家屋敷と町人町の境界として造られた用水。瀬戸川には約1000匹の鯉が泳ぎ、川に沿って白壁土蔵が連なり、城下町の面影を残している。古川の代表的な景観が楽しめる場所だ。,通年,0577-73-2111,http://www.city.hida.gifu.jp/kanko/miru/spot/furukawa/13setogawa/index.html,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOVG1jUldMZFEzM00/edit?usp=docslist_api,伝統的町並み・家並み
飛騨古川の町並み,岐阜県,飛騨市古川町壱之町、三之町,壱之町通りには、造り酒屋の商家をはじめ、出格子、雲などの意匠を施した飛騨の伝統的な家屋が軒を連ねている。古川三之町の通りは夜の姿も幻想的で美しい。,通年,0577-73-2111,http://www.city.hida.gifu.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOQzROV3hRV2xjVFE/edit?usp=docslist_api,伝統的町並み・家並み
中部電力浜岡原子力館,静岡県,御前崎市佐倉５５６１,発電所の敷地内にあり、模型で原子力発電の仕組みを学ぶことができる。展望台では発電所全景や遠州灘を望める。またドーム状スクリーンのオムニマックスシアターも人気だ。,通年,0537-85-2424,http://www.chuden.co.jp/hamaoka-pr/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOU3JuLW5xeGl5VWc/edit?usp=docslist_api,学習館・科学館
本光寺,愛知県,額田郡幸田町深溝内山１７,深溝松平家の菩提寺として1523年に建立。四季折々に咲く花の名所として知られ、夏には参道の両側や境内を約1万本のあじさいが埋めつくす。近年は「三河のあじさい寺」と呼ばれている。,通年,0564-62-1626,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOZTZqamx5TXE3UXM/edit?usp=docslist_api,寺院（観音・不動）
赤目四十八滝,三重県,名張市赤目町長坂,滝川の上流、4kmにわたって続く渓谷で、滝を見ながら歩ける遊歩道があり、片道2時間ほどの手軽なハイキングコースとして人気がある。秋は見事な紅葉の中を散歩できる。,5月上旬～6月上旬（新緑）、11月上旬～下旬（紅葉）,0595-63-3004,http://www.akame48taki.com/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOMGQ1Y3YwYkR0SE0/edit?usp=docslist_api,紅葉の名所
体験工房パピルス館,福井県,越前市新在家町８－４４,約1500年の伝統に培われた丈夫で皇かな手触りが特徴の越前和紙は、品質の高さと種類の豊富さで知られる。,通年,0778-42-1363,http://www.echizenwashi.jp,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOVFd1WDg3a0RSTTQ/edit?usp=docslist_api,その他の体験施設
安城産業文化公園デンパーク,愛知県,安城市赤松町梶１,四季折々のガーデンデザインが楽しめ、自然と親しむことができる花と緑のテーマパーク。地ビールや三河牛、郷土料理を味わえるほか、ソーセージやパン作りなどの体験もできる。,通年,0566-92-7111,http://denpark.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOcmVtc3JkM2Z3Z2M/edit?usp=docslist_api,遊園地
オアシス２１,愛知県,名古屋市東区東桜１丁目１１－１,立体型公園。地下にショッピング街、1階にバスセンター、地上には芝生が広がる「緑の大地」がある。屋上には水の宇宙船が浮かび、地上14mの空中散歩が楽しめる。,通年,052-962-1011,http://www.sakaepark.co.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOUEFGUGxCRTVMeEk/edit?usp=docslist_api,公園・緑地
蒲郡オレンジパーク,愛知県,蒲郡市清田町小栗見１－９３,蒲郡オレンジロード途中にあり、ミカン狩りやイチゴ狩り、メロン狩りなど、四季折々の味覚狩りが楽しめる。,通年,0533-68-2321,http://www.orepa.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOcmt2WXVBd25rVkE/edit?usp=docslist_api,観光農園・農場
名古屋パルコ,愛知県,名古屋市中区栄３丁目２９－１,約300のブランドショップやセレクトショップから、ランチやディナーも楽しめるレストラン&カフェも充実。H.I.Sやタワーレコードなどのメガショップの他、映画館やライブハウスも入る。,通年,052-264-8111,http://nagoya.parco.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAORFhoeGpFYmNpTGM/edit?usp=docslist_api,ショッピングモール
ＪＲセントラルタワーズ,愛知県,名古屋市中村区名駅１丁目１－４,JR名古屋駅の真上にある、地上226mのホテル棟と地上245mのオフィス棟からなる複合ビル。百貨店、ホテル、オフィス、レストラン街、空中散歩ができる「スカイストリート」などもある。,通年,052-586-7999,http://www.towers.jp,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOSGw0Zlp4RmJtbjA/edit?usp=docslist_api,タワー
竹島水族館,愛知県,蒲郡市竹島町１－６,竹島の陸地側には、タカアシガニなどの珍しい海水魚、淡水魚、熱帯魚など、約450種、4500点の魚介類を展示する竹島水族館がある。アシカショーは子供たちに人気だ。,通年,0533-68-2059,http://www.city.gamagori.lg.jp/site/takesui/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOSGc1LVFTWXh6WXM/edit?usp=docslist_api,水族館
アスナル金山,愛知県,名古屋市中区金山１丁目１７－１,交通ターミナル施設、商業施設、広場などからなる複合施設。施設名には「明日・成る」という強い意思と未来へ向かう夢と情熱が込められている。,通年,052-324-8577,http://www.asunal.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOc2JqY19EWWpVYUU/edit?usp=docslist_api,複合施設
高島屋　ジェイアール名古屋タカシマヤ,愛知県,名古屋市中村区名駅１丁目１－４,JRセントラルタワーズのB2階～11階、51階を占める大型百貨店。各フロアには人気ブランド、グルメ、雑貨など話題のショップが目白押し。東急ハンズ、書籍やCDなど専門店も充実。,通年,052-566-1101,http://www.jr-takashimaya.co.jp,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAORHV1bVVOZS04TkE/edit?usp=docslist_api,デパート
中部国際空港,愛知県,常滑市セントレア１丁目１,ターミナルビルを中心に多彩な商業施設がある国際空港。スカイタウンは遊びと買い物、グルメがそろう。飛行機の離着陸を間近に見られるスカイデッキは眺めが最高。週末はイベントも開催される。,通年,0569-38-1195,http://www.centrair.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOLTMwYWFWcVE3OW8/edit?usp=docslist_api,複合施設
ラグーナ　蒲郡,愛知県,蒲郡市海陽町２丁目１,テーマパーク「ラグナシア」や、ショッピングモール「ラグーナ フェスティバルマーケット」などがある複合型マリンリゾート。日帰り入浴施設やタラソテラピー施設もある。,通年,0533-58-2700（インフォメーションセンター）,http://www.laguna-gamagori.co.jp,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOUTIwdjlWcEY3MDg/edit?usp=docslist_api,複合施設
名古屋港水族館,愛知県,名古屋市港区港町１－３,シャチやベルーガ、バンドウイルカなどの哺乳類を飼育展示する北館と、世界の5つの水域に棲む生物がいる南館からなり、メインプールでは、イルカパフォーマンスが見られる。,通年,052-654-7080（団体予約は052-654-1680）,http://www.nagoyaaqua.jp/aqua/index.html,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOaFYzeHpJUl91Tk0/edit?usp=docslist_api,水族館
野外民族博物館　リトルワールド,愛知県,犬山市今井成沢９０－４８,グルメやショッピング、民族衣裳の試着など、楽しみながら世界の文化に親しむことができる。サーカスや民族舞踊など楽しいイベントも随時開催。大人から子どもまで楽しめるスポット。,通年,0568-62-5611,http://www.littleworld.jp,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOYzMwT2tSUHpwNkk/edit?usp=docslist_api,博物館
名古屋ボストン美術館,愛知県,名古屋市中区金山町１丁目１－１　金山南ビル　３～５階,ボストンギャラリーでは、米国ボストン美術館所蔵の45万点の作品の中から、テーマに沿って所蔵品を紹介。オープンギャラリーでは国内外より幅広い作品を展示している。,通年,052-684-0101,http://www.nagoya-boston.or.jp,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOOTZuU0dGNl9HT3M/edit?usp=docslist_api,美術館・ギャラリー
博物館明治村,愛知県,犬山市内山１,明治時代の建造物を移築保存する野外博物館。自然の丘陵を利用した広大な敷地には、貴重な公共建築物や民家、教会などが展示されている。,通年,0568-67-0314,http://www.meijimura.com,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOS2JNQUtKMF9qSHc/edit?usp=docslist_api,博物館
名古屋城,愛知県,名古屋市中区本丸１－１,慶長17（1612）年築城。昭和20（1945）年の空襲で焼失を免れた3つの門と櫓、本丸御殿障壁画は重要文化財。昭和34（1959）年に天守閣再建。現在、本丸御殿を復元工事中。「玄関表書院」を公開中。,通年,052-231-1700,http://www.nagoyajo.city.nagoya.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOeUgwSW1sZzgyYUU/edit?usp=docslist_api,城
日出の石門,愛知県,田原市日出町,太平洋の荒波に浸食されてできた、大きな岩の洞穴。沖の石門、岸の石門の2つがある。自然が創り出した雄大な景観を楽しめる。,通年,0531-23-3516,http://www.taharakankou.gr.jp/spot/000007.html,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOUXVkV19Ldmhub28/edit?usp=docslist_api,その他の自然地形
瀬戸蔵,愛知県,瀬戸市蔵所町１－１,瀬戸焼の総合ミュージアムやギャラリー、店舗、多目的ホールなどさまざまな機能を備えた複合施設。ミュージアムでは懐かしい瀬戸の町並を再現。やきものの変遷を紹介する大パノラマ展示もある。,通年,0561-97-1555,http://www.city.seto.aichi.jp/docs/2014040200076/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOS0xHaXU2Z0huOFU/edit?usp=docslist_api,美術館・ギャラリー
ナディアパーク,愛知県,名古屋市中区栄３丁目１８－１,ツインビルからなる複合施設。低層階にはロフト名古屋やクレアーレ、ジュンク堂書店。上層階にはオフィスやホール、ミュージアムなど多彩な施設があり、栄南の情報発信基地となっている。,通年,052-265-2199,http://www.nadyapark.jp,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOWVdHaDFVcUJ1REU/edit?usp=docslist_api,デパート
しあわせ村,愛知県,東海市荒尾町西廻間２－１,小高い丘に広がる公園。屋外のしあわせ村ゾーンにはハーブ園やキャンプ場などがあり、健康ふれあい交流館には、温水プールやジャグジーなどの設備がある。,通年,052-689-1600,http://www.city.tokai.aichi.jp/4337.htm,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOOU9pV3lBOE4zRmM/edit?usp=docslist_api,公園・緑地
ラグーナ　蒲郡　ラグナシア,愛知県,蒲郡市海陽町２丁目３,伝説の港町をモチーフにしたテーマパーク。多彩なアトラクションやエンターテインメントショーを一年中楽しむことができる。夏は6種類のプールで水遊びが楽しめる。,通年,0533-58-2700（インフォメーションセンター）,http://www.laguna-gamagori.co.jp/lagunasia/index.html,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOaWI3SUZEdGt5X1k/edit?usp=docslist_api,遊園地
白米の千枚田,石川県,輪島市白米町,高洲山の山裾が海に落ち込む斜面に開かれた田。曲線を描くあぜに仕切られた小さな田が、幾重にも重なる。,通年,0768-23-1146,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOdXMzWG5UUk1YZDA/edit?usp=docslist_api,その他の名所
大野城,福井県,大野市城町３－１０９,織田信長の重臣・金森長近が天正4（1576）年に築城した。安永4（1775）年の大火で本丸は焼失。天守閣は古い絵図面を元に昭和43（1968）年に再建。石垣は野面積みの手法で築かれた。,4～11月,0779-66-0234,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOem5DcnFoNURLYkk/edit?usp=docslist_api,城
平湯大滝,岐阜県,高山市奥飛騨温泉郷平湯,中部山岳国立公園にある高さ約60m、幅7mの滝で、飛騨三大名瀑のひとつ。毎年2月15日から25日には平湯大滝結氷まつりが行われ、凍りついた滝がライトアップされる。,通年,0578-89-1250,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAObGxCNDlydFVkVmM/edit?usp=docslist_api,滝
ＩＮＡＸライブミュージアム　世界のタイル博物館,愛知県,常滑市奥栄町１丁目１３０,紀元前から近代の装飾タイル1000点を展示する日本で唯一のタイル研究博物館。地域や文化、時代により、さまざまな美しさや用途をもつ装飾タイルの発展史を、空間展示を交えて紹介している。,通年,0569-34-8282,http://www1.lixil.co.jp/museum/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOMjRtbTJqR3plQlU/edit?usp=docslist_api,博物館
名城公園,愛知県,名古屋市北区名城１丁目,名古屋城の北側に位置し、季節ごとの花と緑、水による自然の演出が楽しめる市民の憩いの場。また、野球場や花の展示館「名城公園フラワープラザ」などの施設もある。,通年,052-911-8165,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOXzdpRmlES0FSa1E/edit?usp=docslist_api,公園・緑地
愛知芸術文化センター,愛知県,名古屋市東区東桜１丁目１３－２,愛知県美術館、アートプラザやアートライブラリーなどのある愛知県文化情報センター、本格的オペラが上演できる大ホール、すぐれた音響のコンサートホールなどの愛知県芸術劇場で構成。,通年,052-971-5511,http://www.aac.pref.aichi.jp,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOeDFwTzJyaDhYWms/edit?usp=docslist_api,その他の文化施設
鶴舞公園,愛知県,名古屋市昭和区鶴舞１,明治42（1909）年に開園した、名古屋市が設置した最初の都市公園。園内では春はサクラ、バラ、花しょうぶ、夏にはアジサイ、秋の紅葉と通年美しい花が楽しめる。,通年,052-733-8340,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAORmd3cDlNcWNMWWc/edit?usp=docslist_api,花の名所
日本モンキーパーク,愛知県,犬山市犬山官林２６,日本モンキーパークは、小さなお子さまも楽しめるファミリーに人気の遊園地。夏のプールや季節のイベント、オリジナルキャラクターの「モンパ君」や「モンピーちゃん」のミニステージも人気。,通年,0568-61-0870,http://www.japan-monkeypark.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOcTh2SGhsSWxKekk/edit?usp=docslist_api,遊園地
福井県立歴史博物館,福井県,福井市大宮２丁目１９－１５,福井の歴史や民族をわかりやすく紹介。福井の「モノ」や「モノ作り」をテーマにした「歴史ゾーン」や、昭和の街並みを再現した「トピックゾーン」などがある。,通年,0776-22-4675,http://www.pref.fukui.jp/muse/Cul-Hist/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOd05mQVlGTWxISW8/edit?usp=docslist_api,博物館
有松・鳴海絞会館,愛知県,名古屋市緑区有松３００８,国の伝統的工芸品に指定されている有松・鳴海絞の歴史と文化を語り継ぐ会館。約400年の歴史をもつ有松絞りの歴史や技術を展示品やビデオ、伝統工芸士の実演で紹介。,通年,052-621-0111,http://www.shibori-kaikan.com/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOX3k2am43MjZWWDQ/edit?usp=docslist_api,その他の体験施設
定光寺,愛知県,瀬戸市定光寺町３７３,建武3（1336）年に創建された臨済宗妙心寺の古刹。創建当時の姿をとどめている本堂は国の重要文化財。春は桜、秋は紅葉の名所としても知られる。,通年,0561-48-5319,http://oumusan.jyokoji.com/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOZGNINkRncVJkZ28/edit?usp=docslist_api,寺院（観音・不動）
鳥羽水族館,三重県,鳥羽市鳥羽３丁目３－６,日本で唯一ジュゴンを飼育する水族館。飼育している生きものの種類数は日本一を誇る約1200種3万点。ラッコやスナメリなど哺乳類が多く、アシカやセイウチのショーも人気だ。,通年,0599-25-2555,http://www.aquarium.co.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOamd3MU5UTUpFMUE/edit?usp=docslist_api,水族館
若狭神宮寺,福井県,小浜市神宮寺３０－４,仁王門や本堂にはしめ縄がかけられ、神様と仏様が同居している希少な寺院。毎年3月2日に神宮寺と鵜の瀬で行われる「お水送り」神事で有名で、水は10日後に奈良東大寺二月堂に届くといわれる。,3月上旬～翌2月上旬,0770-56-1911,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOZHM4V0k2SGF5Ym8/edit?usp=docslist_api,寺院（観音・不動）
根尾谷淡墨桜,岐阜県,本巣市根尾板所上段９９５,樹齢1500年余りの天然記念物の淡墨桜。毎年4月10日前後に満開になる桜は、つぼみのときは薄いピンク色、満開時には白、散り際には淡い墨を引いたように変化する。,4月10日前後,058-323-7756,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAObFkwR2pJV2M2U1E/edit?usp=docslist_api,桜の名所
養老の滝,岐阜県,養老郡養老町高林１２９８－２,滝の水が酒にかわったという孝子伝説で知られる高さ約30m、幅約4mの滝で、日本の滝百選に選ばれている。公園内には養老天命反転地やパークゴルフ場、こどもの国もある。,通年,0584-32-0501,http://www.yoro-park.com/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOU3FpM0NQNlcxd1E/edit?usp=docslist_api,滝
南知多ビーチランド＆南知多おもちゃ王国,愛知県,知多郡美浜町奥田４２８－１,動物とのふれあい&アシカ・イルカショーを距離感ゼロで体感できる水族園が人気。8つのパビリオンとたくさんのおもちゃで自由に遊べるおもちゃ王国も併設し、家族みんなで楽しめる。,通年,0569-87-2000,http://www.beachland.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAORzQtekpGelllZjQ/edit?usp=docslist_api,遊園地
下呂温泉合掌村,岐阜県,下呂市森２３６９,白川郷などから移築した合掌造りの民家を中心に、飛騨の文化や工芸、くらしを見ることができる。国指定重要文化財「旧大戸家住宅」や影絵昔話館「しらさぎ座」がある。,通年,0576-25-2239,http://gero-gassho.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAONmh1NlptRklDYjA/edit?usp=docslist_api,史跡など
エスパルスドリームプラザ,静岡県,静岡市清水区入船町１３－１５,家族で楽しめる複合施設。観覧車、「ちびまる子ちゃんランド」、映画館他、日本初・寿司を学べる「清水すしミュージアム」には「清水すし横丁」もある。,通年,054-354-3360,http://www.dream-plaza.co.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOVXRmSFdTRnNiRjg/edit?usp=docslist_api,遊園地
南極観測船ふじ,愛知県,名古屋市港区港町１－９,昭和40（1965）年から18年間、砕氷船として南極観測に貢献した船の博物館。歴史的資料を展示するほか、航海中に使用していた医務室や理髪室などが見学できる。,通年,052-652-1111,http://www.nagoyaaqua.jp,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOTjhtV1JBSi1CRWs/edit?usp=docslist_api,博物館
山崎川四季の道の桜,愛知県,名古屋市瑞穂区田辺通　石川橋～新瑞橋,山崎川の両岸約2.8kmにわたって約600本のソメイヨシノが咲く桜の名所。特にかなえ橋～鼎小橋下流までの100mの区間は、21:00頃までライトアップされ、美しい夜桜を見に多くの人が訪れる。,3月下旬～4月上旬,052-831-6161,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOXzRoelM5dWVmZWM/edit?usp=docslist_api,桜の名所
